time,attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,poorSignalLevel
337.80947019999985,88,57,14587,18955,4803,8981,3217,16043,10552,3560,0,0
338.81649930000003,81,81,91598,26811,42572,37702,13519,12091,15311,8899,0,0
339.8259944000001,75,81,12954,15736,5585,10199,8632,5810,9311,13980,0,0
340.83719420000034,70,83,14943,14991,11635,6116,7615,7413,3855,7936,0,0
341.8403037999997,77,87,15501,1887,3039,4531,4227,10032,6194,2402,0,0
342.8556558,80,63,18686,55607,13395,6939,15398,15018,6332,10719,0,0
343.8604403999998,78,64,12688,52187,31375,16716,8779,12295,6757,2846,0,0
344.86439150000024,83,53,5044,9794,2134,2609,4639,6337,3110,1631,0,0
345.87449149999975,74,53,6490,12089,9432,525,3326,6854,5482,2275,0,0
348.8873778999996,84,64,12028,7944,4746,9616,2528,16074,1823,4193,0,0
349.8946012999995,87,66,7060,9299,3533,12034,9495,4570,3009,2149,0,0
350.90945230000034,80,74,7400,15498,9837,5904,20782,5586,4238,7230,0,0
351.9148398999996,78,69,40115,23076,10255,5587,9645,10035,2667,7049,0,0
352.9194335000002,63,64,798132,43426,15048,7456,5068,7664,9175,4755,0,0
354.9284525000003,51,61,246989,40070,19175,4037,1674,2352,1920,4205,0,0
355.93740199999957,57,60,10596,9725,2829,5289,7191,6748,2490,4644,0,0
356.9445201999997,53,77,18552,8098,24626,9578,14374,5643,4483,2045,0,0
357.9536955000003,48,77,61251,83671,7986,32511,4928,8096,3762,3196,0,0
360.97553080000034,37,53,509880,453381,3038,10439,12311,10538,13036,3778,0,0
361.9819416,37,50,193014,5950,6482,4573,3481,2702,1664,1518,0,0
362.98752539999987,53,50,11473,22300,3670,11374,15909,18916,4152,5740,0,0
363.99699899999996,50,38,556754,78257,4379,5595,7186,6662,3638,4987,0,0
365.0117387,61,64,28903,41515,9653,10388,6678,7292,5344,7373,0,0
366.0174127999999,67,60,40336,15913,10053,6454,5114,10064,15679,2371,0,0
367.02150789999996,56,63,9927,28913,4228,10217,3494,5069,1645,1115,0,0
368.0285855000002,63,81,4365,17597,12537,3846,1795,7281,2720,3842,0,0
369.0312488999998,69,84,14729,19583,9043,8116,4735,8928,1445,1820,0,0
372.0543096000001,66,75,60933,45556,13156,8251,2800,7071,5427,2017,0,0
373.05577749999975,61,63,378647,38991,1300,8305,5545,4745,8660,2742,0,0
